"oid","courseDescription","courseNumber","defaultIndicator","linkedCourseNumbers","needApprovalIndicator","requiredIndicator","sequenceNumber","gradeLevel","academicTrackSelectionOid"
"ACR000002nzsdz","English II","ENG202","false","","false","false","10","10","ATS000002nzscn"
"ACR000002olA9q","EL Placement Needed","EL099","false","","false","false","20","10","ATS000002nzscn"
"ACR000002nzse0","French IV","FRE303","false","","false","false","70","10","ATS000002nzsco"
"ACR000002nzse1","Spanish V","SPA402","false","","false","false","200","10","ATS000002nzsco"
"ACR000002nzse2","French IV","FRE305","false","","false","false","80","10","ATS000002nzsco"
"ACR000002nzse3","French V","FRE401","false","","false","false","90","10","ATS000002nzsco"
"ACR000002nzse4","French V","FRE402","false","","false","false","100","10","ATS000002nzsco"
"ACR000002nzse5","Spanish I","SPA101","false","","false","false","110","10","ATS000002nzsco"
"ACR000002nzse6","Spanish I","SPA102","false","","false","false","120","10","ATS000002nzsco"
"ACR000002nzse7","Spanish II","SPA201","false","","false","false","130","10","ATS000002nzsco"
"ACR000002nzse8","French I","FRE101","false","","false","false","10","10","ATS000002nzsco"
"ACR000002nzse9","Spanish II","SPA202","false","","false","false","140","10","ATS000002nzsco"
"ACR000002nzseA","French I","FRE102","false","","false","false","20","10","ATS000002nzsco"
"ACR000002nzseB","Spanish III","SPA301","false","","false","false","150","10","ATS000002nzsco"
"ACR000002nzseC","French II","FRE201","false","","false","false","30","10","ATS000002nzsco"
"ACR000002nzseD","Spanish III","SPA302","false","","false","false","160","10","ATS000002nzsco"
"ACR000002nzseE","French II","FRE202","false","","false","false","40","10","ATS000002nzsco"
"ACR000002nzseF","Spanish IV","SPA303","false","","false","false","170","10","ATS000002nzsco"
"ACR000002nzseG","French III","FRE301","false","","false","false","50","10","ATS000002nzsco"
"ACR000002nzseH","Spanish IV","SPA304","false","","false","false","180","10","ATS000002nzsco"
"ACR000002nzseI","French III","FRE302","false","","false","false","60","10","ATS000002nzsco"
"ACR000002nzseJ","Spanish V","SPA401","false","","false","false","190","10","ATS000002nzsco"
"ACR000002nzseK","Algebra I","MTH101","false","","false","false","10","10","ATS000002nzscp"
"ACR000002nzseL","Geometry","MTH103","false","","false","false","30","10","ATS000002nzscp"
"ACR000002nzseM","Algebra II","MTH201","false","","false","false","50","10","ATS000002nzscp"
"ACR000002nzseN","AP Calculus AB","MTH401","false","","false","false","90","10","ATS000002nzscp"
"ACR000002nzseO","AP Statistics","MTH405","false","","false","false","110","10","ATS000002nzscp"
"ACR000002nzseP","Precalculus","MTH301","false","","false","false","83","10","ATS000002nzscp"
"ACR000002nzseQ","Advanced Math","MTH303","false","","false","false","70","10","ATS000002nzscp"
"ACR000002nzseR","Geometry","MTH104","false","","false","false","40","10","ATS000002nzscp"
"ACR000002nzseS","Algebra II","MTH202","false","","false","false","60","10","ATS000002nzscp"
"ACR000002nzseT","Precalculus","MTH302","false","","false","false","85","10","ATS000002nzscp"
"ACR000002nzseU","Advanced Math","MTH304","false","","false","false","80","10","ATS000002nzscp"
"ACR000002nzseV","AP Calculus AB","MTH402","false","","false","false","100","10","ATS000002nzscp"
"ACR000002nzseW","AP Statistics","MTH406","false","","false","false","200","10","ATS000002nzscp"
"ACR000002nzseX","Algebra I","MTH102","false","","false","false","20","10","ATS000002nzscp"
"ACR000002xkT1V","Computer Science Discoveries","MTH409","false","","false","false","210","10","ATS000002nzscp"
"ACR000002xkT1X","Computer Science Discoveries","MTH410","false","","false","false","220","10","ATS000002nzscp"
"ACR000002nzseY","World History","HIS208","false","","false","false","10","10","ATS000002nzscq"
"ACR000002nzsea","Physics","SCI301","false","","false","false","50","10","ATS000002nzscr"
"ACR000002nzseb","Biology","SCI102","false","","false","false","20","10","ATS000002nzscr"
"ACR000002nzsec","Chemistry","SCI202","false","","false","false","40","10","ATS000002nzscr"
"ACR000002nzsed","Physics","SCI302","false","","false","false","80","10","ATS000002nzscr"
"ACR000002nzsee","Biology","SCI101","false","","false","false","10","10","ATS000002nzscr"
"ACR000002nzseZ","Chemistry","SCI201","false","","false","false","30","10","ATS000002nzscr"
"ACR000002uGLw0","Astronomy","SCI405","false","","false","false","90","10","ATS000002nzscr"
"ACR000002uGLw2","Forensic Science","SCI408","false","","false","false","100","10","ATS000002nzscr"
"ACR000002nzsef","World History","HIS207","false","","false","false","10","10","ATS000002nzscs"
"ACR000002nzseh","Elements of Fiction","CRW301","false","","false","false","10","10","ATS000002nzsct"
"ACR000002nzsei","Elements of Poetry","CRW303","false","","false","false","20","10","ATS000002nzsct"
"ACR000002nzsej","Introduction to Screenwriting","CRW305","false","","false","false","30","10","ATS000002nzsct"
"ACR000002nzsek","Elements of Fiction","CRW302","false","","false","false","15","10","ATS000002nzsct"
"ACR000002nzsel","Elements of Poetry","CRW304","false","","false","false","25","10","ATS000002nzsct"
"ACR000002nzsem","Introduction to Screenwriting","CRW306","false","","false","false","35","10","ATS000002nzsct"
"ACR000002uGFVP","Writing the Fantastic","CRW325","false","","false","false","50","10","ATS000002nzsct"
"ACR000002uGFVR","Experiments in Poetry: Laws and Wildness","CRW351","false","","false","false","60","10","ATS000002nzsct"
"ACR000002uGFVT","Hybrid Genres","CRW316","false","","false","false","70","10","ATS000002nzsct"
"ACR000002nzsen","General Dance","DAN101","false","","false","false","10","10","ATS000002nzscu"
"ACR000002nzseo","General Dance","DAN102","false","","false","false","20","10","ATS000002nzscu"
"ACR000002nzsep","The Creative Process: Comparative Arts Seminar","CPA054","false","","false","true","20","10","ATS000002nzscv"
"ACR000002nzses","The Creative Process: Comparative Arts Seminar","CPA053","false","","false","true","30","10","ATS000002nzscv"
"ACR000002nzsex","Story","MPA101","false","","false","false","10","10","ATS000002nzscw"
"ACR000002nzsey","Great Directors","MPA316","false","","false","false","20","10","ATS000002nzscw"
"ACR000002nzsez","Private Lesson: Voice (30 minute)","MUS076","false","","false","false","170","10","ATS000002nzscx"
"ACR000002nzsf0","Choir","MUS056","false","","false","false","40","10","ATS000002nzscx"
"ACR000002nzsf1","Class Piano","MUS204","false","","false","false","60","10","ATS000002nzscx"
"ACR000002nzsf2","Choir","MUS055","false","","false","false","30","10","ATS000002nzscx"
"ACR000002nzsf3","Class Guitar","MUS212","false","","false","false","80","10","ATS000002nzscx"
"ACR000002nzsf4","Theory A","MUS101","false","","false","false","180","10","ATS000002nzscx"
"ACR000002nzsf5","Composition Class","MUS214","false","","false","false","100","10","ATS000002nzscx"
"ACR000002nzsf6","Class Piano","MUS203","false","","false","false","50","10","ATS000002nzscx"
"ACR000002nzsf7","Class Guitar","MUS211","false","","false","false","70","10","ATS000002nzscx"
"ACR000002nzsf8","Composition Class","MUS213","false","","false","false","90","10","ATS000002nzscx"
"ACR000002nzsf9","Theory C","MUS215","false","","false","false","200","10","ATS000002nzscx"
"ACR000002nzsfA","Theory D","MUS309","false","","false","false","210","10","ATS000002nzscx"
"ACR000002nzsfB","Private Lesson: Piano (30 minute)","MUS074","false","","false","false","150","10","ATS000002nzscx"
"ACR000002nzsfC","Private Lesson: Guitar (30 minute)","MUS075","false","","false","false","160","10","ATS000002nzscx"
"ACR000002nzsfD","Theory B","MUS104","false","","false","false","190","10","ATS000002nzscx"
"ACR000002nzsfG","Theory E","MUS413","false","","false","false","220","10","ATS000002nzscx"
"ACR000002uGLuh","Beginning Organ Class","MUS205","false","","false","false","10","10","ATS000002nzscx"
"ACR000002uGLuj","Beginning Organ Class","MUS206","false","","false","false","20","10","ATS000002nzscx"
"ACR000002xkT3G","Jazz History","MUS209","false","","false","false","110","10","ATS000002nzscx"
"ACR000002xkT3I","Jazz History","MUS210","false","","false","false","120","10","ATS000002nzscx"
"ACR000002xkT3K","Music History","MUS315","false","","false","false","130","10","ATS000002nzscx"
"ACR000002xkT3M","Music History","MUS316","false","","false","false","140","10","ATS000002nzscx"
"ACR000002nzsfJ","Fundamentals of Design","THA309","false","","false","false","30","10","ATS000002nzscy"
"ACR000002nzsfK","Acting Foundations","THA102","false","","false","false","15","10","ATS000002nzscy"
"ACR000002nzsfL","Fundamentals of Design","THA310","false","","false","false","40","10","ATS000002nzscy"
"ACR000002nzsfM","Song & Dance Lab","THA302","false","","false","false","50","10","ATS000002nzscy"
"ACR000002nzsfN","Voice & Diction","THA313","false","","false","false","60","10","ATS000002nzscy"
"ACR000002nzsfO","Voice & Diction","THA314","false","","false","false","70","10","ATS000002nzscy"
"ACR000002nzsfQ","Word of Mouth: The Solo Storyteller on Stage","THA327","false","","false","false","90","10","ATS000002nzscy"
"ACR000002olAfN","Acting a Song","THA411","false","","false","false","100","10","ATS000002nzscy"
"ACR000002olAfO","Dance for Musical Theatre: Beg/Int","THA322","false","","false","false","110","10","ATS000002nzscy"
"ACR000002nzsfX","English II","ENG201","false","","false","false","20","10","ATS000002nzsd0"
"ACR000002uGFXD","EL Placement Needed","EL099","false","","false","false","30","10","ATS000002nzsd0"
"ACR000002olRez","Art History: 20th Century","VA203","false","","false","false","60","10","ATS000002olRey"
"ACR000002olRf1","Aesthetics of Health","VA411","false","","false","false","70","10","ATS000002olRey"
"ACR000002olRf2","Aesthetics of Health","VA410","false","","false","false","80","10","ATS000002olRey"
"ACR000002olRf3","Modern to Contemporary Art History","VA336","false","","false","false","65","10","ATS000002olRey"
"ACR000002olRf4","Drawing & Painting","VA340","false","","false","false","100","10","ATS000002olRey"
"ACR000002olRf5","The Art of Ecology","VA413","false","","false","false","110","10","ATS000002olRey"
"ACR000002olRf6","The Art of Ecology","VA412","false","","false","false","120","10","ATS000002olRey"
"ACR000002uGW3Z","Interlochen 101","WLL101","false","","false","false","10","10","ATS000002uGW3X"
"ACR000002nzsfa","Elements of Poetry","CRW303","false","","false","false","20","09","ATS000002nzsd1"
"ACR000002nzsfb","Introduction to Screenwriting","CRW305","false","","false","false","30","09","ATS000002nzsd1"
"ACR000002nzsfc","Elements of Fiction","CRW302","false","","false","false","15","09","ATS000002nzsd1"
"ACR000002nzsfd","Elements of Poetry","CRW304","false","","false","false","25","09","ATS000002nzsd1"
"ACR000002nzsfe","Introduction to Screenwriting","CRW306","false","","false","false","35","09","ATS000002nzsd1"
"ACR000002nzsfZ","Elements of Fiction","CRW301","false","","false","false","10","09","ATS000002nzsd1"
"ACR000002nzsff","English I: Coming of Age & the Quest for Identity","ENG101","false","","false","false","10","09","ATS000002nzsd2"
"ACR000002uGFX7","EL Placement Needed","EL099","false","","false","false","20","09","ATS000002nzsd2"
"ACR000002nzsfg","Spanish III","SPA302","false","","false","false","160","09","ATS000002nzsd3"
"ACR000002nzsfh","French II","FRE202","false","","false","false","40","09","ATS000002nzsd3"
"ACR000002nzsfi","French IV","FRE305","false","","false","false","70","09","ATS000002nzsd3"
"ACR000002nzsfj","French IV","FRE303","false","","false","false","80","09","ATS000002nzsd3"
"ACR000002nzsfk","Spanish IV","SPA303","false","","false","false","170","09","ATS000002nzsd3"
"ACR000002nzsfl","French III","FRE302","false","","false","false","90","09","ATS000002nzsd3"
"ACR000002nzsfm","French V","FRE402","false","","false","false","50","09","ATS000002nzsd3"
"ACR000002nzsfn","French III","FRE301","false","","false","false","100","09","ATS000002nzsd3"
"ACR000002nzsfo","Spanish IV","SPA304","false","","false","false","180","09","ATS000002nzsd3"
"ACR000002nzsfp","Spanish I","SPA101","false","","false","false","110","09","ATS000002nzsd3"
"ACR000002nzsfq","French V","FRE401","false","","false","false","60","09","ATS000002nzsd3"
"ACR000002nzsfr","Spanish I","SPA102","false","","false","false","120","09","ATS000002nzsd3"
"ACR000002nzsfs","Spanish V","SPA401","false","","false","false","190","09","ATS000002nzsd3"
"ACR000002nzsft","Spanish II","SPA201","false","","false","false","130","09","ATS000002nzsd3"
"ACR000002nzsfu","Spanish V","SPA402","false","","false","false","200","09","ATS000002nzsd3"
"ACR000002nzsfv","French I","FRE101","false","","false","false","10","09","ATS000002nzsd3"
"ACR000002nzsfw","Spanish II","SPA202","false","","false","false","140","09","ATS000002nzsd3"
"ACR000002nzsfx","French I","FRE102","false","","false","false","20","09","ATS000002nzsd3"
"ACR000002nzsfy","Spanish III","SPA301","false","","false","false","150","09","ATS000002nzsd3"
"ACR000002nzsfz","French II","FRE201","false","","false","false","30","09","ATS000002nzsd3"
"ACR000002nzsg0","Biology","SCI101","false","","false","false","10","09","ATS000002nzsd4"
"ACR000002nzsg1","Biology","SCI102","false","","false","false","20","09","ATS000002nzsd4"
"ACR000002uGLxS","Chemistry","SCI201","false","","false","false","30","09","ATS000002nzsd4"
"ACR000002uGLxU","Chemistry","SCI202","false","","false","false","40","09","ATS000002nzsd4"
"ACR000002uGLxW","Physics","SCI301","false","","false","false","50","09","ATS000002nzsd4"
"ACR000002uGLxY","Physics","SCI302","false","","false","false","60","09","ATS000002nzsd4"
"ACR000002nzsg2","World History","HIS207","false","","false","false","10","09","ATS000002nzsd5"
"ACR000002nzsg9","Story","MPA101","false","","false","false","10","09","ATS000002nzsd7"
"ACR000002nzsgA","Great Directors","MPA316","false","","false","false","20","09","ATS000002nzsd7"
"ACR000002nzsgC","Fundamentals of Design","THA309","false","","false","false","30","09","ATS000002nzsd8"
"ACR000002nzsgD","Acting Foundations","THA102","false","","false","false","60","09","ATS000002nzsd8"
"ACR000002nzsgE","Fundamentals of Design","THA310","false","","false","false","50","09","ATS000002nzsd8"
"ACR000002olAfV","Dance for Musical Theatre: Beg/Int","THA322","false","","false","false","70","09","ATS000002nzsd8"
"ACR000002nzsgF","English I: Coming of Age & the Quest for Identity","ENG102","false","","false","false","10","09","ATS000002nzsd9"
"ACR000002olA9r","EL Placement Needed","EL099","false","","false","false","20","09","ATS000002nzsd9"
"ACR000002nzsgG","World History","HIS208","false","","false","false","10","09","ATS000002nzsdA"
"ACR000002nzsgH","Algebra I","MTH101","false","","false","false","10","09","ATS000002nzsdB"
"ACR000002nzsgI","Geometry","MTH103","false","","false","false","30","09","ATS000002nzsdB"
"ACR000002nzsgJ","Algebra II","MTH201","false","","false","false","50","09","ATS000002nzsdB"
"ACR000002nzsgK","AP Calculus AB","MTH401","false","","false","false","90","09","ATS000002nzsdB"
"ACR000002nzsgL","AP Statistics","MTH405","false","","false","false","110","09","ATS000002nzsdB"
"ACR000002nzsgM","Precalculus","MTH301","false","","false","false","83","09","ATS000002nzsdB"
"ACR000002nzsgN","Advanced Math","MTH303","false","","false","false","70","09","ATS000002nzsdB"
"ACR000002nzsgO","Geometry","MTH104","false","","false","false","40","09","ATS000002nzsdB"
"ACR000002nzsgP","Algebra II","MTH202","false","","false","false","60","09","ATS000002nzsdB"
"ACR000002nzsgQ","Precalculus","MTH302","false","","false","false","85","09","ATS000002nzsdB"
"ACR000002nzsgR","Advanced Math","MTH304","false","","false","false","80","09","ATS000002nzsdB"
"ACR000002nzsgS","AP Calculus AB","MTH402","false","","false","false","100","09","ATS000002nzsdB"
"ACR000002nzsgT","AP Statistics","MTH406","false","","false","false","200","09","ATS000002nzsdB"
"ACR000002nzsgU","Algebra I","MTH102","false","","false","false","20","09","ATS000002nzsdB"
"ACR000002nzsgV","General Dance","DAN101","false","","false","false","10","09","ATS000002nzsdC"
"ACR000002nzsgW","General Dance","DAN102","false","","false","false","20","09","ATS000002nzsdC"
"ACR000002nzsga","Theory C","MUS215","false","","false","false","125","09","ATS000002nzsdD"
"ACR000002nzsgb","Theory D","MUS309","false","","false","false","135","09","ATS000002nzsdD"
"ACR000002nzsgc","Private Lesson: Piano (30 minute)","MUS074","false","","false","false","90","09","ATS000002nzsdD"
"ACR000002nzsgd","Private Lesson: Voice (30 minute)","MUS076","false","","false","false","110","09","ATS000002nzsdD"
"ACR000002nzsge","Private Lesson: Guitar (30 minute)","MUS075","false","","false","false","100","09","ATS000002nzsdD"
"ACR000002nzsgf","Choir","MUS056","false","","false","false","15","09","ATS000002nzsdD"
"ACR000002nzsgg","Theory B","MUS104","false","","false","false","120","09","ATS000002nzsdD"
"ACR000002nzsgh","Class Piano","MUS204","false","","false","false","45","09","ATS000002nzsdD"
"ACR000002nzsgj","Choir","MUS055","false","","false","false","10","09","ATS000002nzsdD"
"ACR000002nzsgl","Class Guitar","MUS212","false","","false","false","55","09","ATS000002nzsdD"
"ACR000002nzsgm","Theory E","MUS413","false","","false","false","150","09","ATS000002nzsdD"
"ACR000002nzsgn","Theory A","MUS101","false","","false","false","115","09","ATS000002nzsdD"
"ACR000002nzsgp","Composition Class","MUS214","false","","false","false","65","09","ATS000002nzsdD"
"ACR000002nzsgX","Class Piano","MUS203","false","","false","false","40","09","ATS000002nzsdD"
"ACR000002nzsgY","Class Guitar","MUS211","false","","false","false","50","09","ATS000002nzsdD"
"ACR000002nzsgZ","Composition Class","MUS213","false","","false","false","60","09","ATS000002nzsdD"
"ACR000002nzsgr","Art History: 20th Century","VA203","false","","false","false","60","09","ATS000002nzsdE"
"ACR000002olRWj","Aesthetics of Health","VA411","false","","false","false","70","09","ATS000002nzsdE"
"ACR000002olRWk","Aesthetics of Health","VA410","false","","false","false","80","09","ATS000002nzsdE"
"ACR000002olRX0","Modern to Contemporary Art History","VA336","false","","false","false","65","09","ATS000002nzsdE"
"ACR000002olRX1","Drawing & Painting","VA340","false","","false","false","100","09","ATS000002nzsdE"
"ACR000002olRZT","The Art of Ecology","VA413","false","","false","false","110","09","ATS000002nzsdE"
"ACR000002olRZU","The Art of Ecology","VA412","false","","false","false","120","09","ATS000002nzsdE"
"ACR000002uGFTz","The Creative Process: Comparative Arts Seminar","CPA054","false","","false","true","20","09","ATS000002uGFTx"
"ACR000002uGFU1","The Creative Process: Comparative Arts Seminar","CPA053","false","","false","true","30","09","ATS000002uGFTx"
"ACR000002uGW3M","Interlochen 101","WLL101","false","","false","true","0","09","ATS000002uGW3K"
"ACR000002nzsgw","Story","MPA101","false","","false","false","10","12","ATS000002nzsdF"
"ACR000002nzsgx","Great Directors","MPA316","false","","false","false","20","12","ATS000002nzsdF"
"ACR000002nzsgy","French I","FRE101","false","","false","false","10","12","ATS000002nzsdG"
"ACR000002nzsgz","French I","FRE102","false","","false","false","20","12","ATS000002nzsdG"
"ACR000002nzsh0","French II","FRE201","false","","false","false","30","12","ATS000002nzsdG"
"ACR000002nzsh1","French II","FRE202","false","","false","false","40","12","ATS000002nzsdG"
"ACR000002nzsh2","French III","FRE301","false","","false","false","50","12","ATS000002nzsdG"
"ACR000002nzsh3","French III","FRE302","false","","false","false","60","12","ATS000002nzsdG"
"ACR000002nzsh4","French IV","FRE303","false","","false","false","70","12","ATS000002nzsdG"
"ACR000002nzsh5","French IV","FRE305","false","","false","false","80","12","ATS000002nzsdG"
"ACR000002nzsh6","French V","FRE401","false","","false","false","90","12","ATS000002nzsdG"
"ACR000002nzsh7","French V","FRE402","false","","false","false","100","12","ATS000002nzsdG"
"ACR000002nzsh8","Spanish I","SPA101","false","","false","false","110","12","ATS000002nzsdG"
"ACR000002nzsh9","Spanish I","SPA102","false","","false","false","120","12","ATS000002nzsdG"
"ACR000002nzshA","Spanish II","SPA201","false","","false","false","130","12","ATS000002nzsdG"
"ACR000002nzshB","Spanish II","SPA202","false","","false","false","140","12","ATS000002nzsdG"
"ACR000002nzshC","Spanish III","SPA301","false","","false","false","150","12","ATS000002nzsdG"
"ACR000002nzshD","Spanish III","SPA302","false","","false","false","160","12","ATS000002nzsdG"
"ACR000002nzshE","Spanish IV","SPA303","false","","false","false","170","12","ATS000002nzsdG"
"ACR000002nzshF","Spanish IV","SPA304","false","","false","false","180","12","ATS000002nzsdG"
"ACR000002nzshG","Spanish V","SPA401","false","","false","false","190","12","ATS000002nzsdG"
"ACR000002nzshH","Spanish V","SPA402","false","","false","false","200","12","ATS000002nzsdG"
"ACR000002nzshI","Astronomy","SCI405","false","","false","false","130","12","ATS000002nzsdH"
"ACR000002nzshJ","Chemistry","SCI201","false","","false","false","30","12","ATS000002nzsdH"
"ACR000002nzshK","Chemistry","SCI202","false","","false","false","40","12","ATS000002nzsdH"
"ACR000002nzshL","Physics","SCI301","false","","false","false","50","12","ATS000002nzsdH"
"ACR000002nzshM","Physics","SCI302","false","","false","false","60","12","ATS000002nzsdH"
"ACR000002nzshN","Ecology","SCI303","false","","false","false","70","12","ATS000002nzsdH"
"ACR000002nzshO","Ecology","SCI304","false","","false","false","80","12","ATS000002nzsdH"
"ACR000002nzshP","Advanced Chemistry: Atoms","SCI401","false","","false","false","110","12","ATS000002nzsdH"
"ACR000002nzshQ","Advanced Chemistry: Reactions","SCI402","false","","false","false","120","12","ATS000002nzsdH"
"ACR000002nzshR","Forensics","SCI408","false","","false","false","140","12","ATS000002nzsdH"
"ACR000002xkT2c","Agricultural Science: Spring Seedlings","SCI310","false","","false","false","170","12","ATS000002nzsdH"
"ACR000002xkT2e","Agricultural Science: Fall Harvest","SCI309","false","","false","false","180","12","ATS000002nzsdH"
"ACR000002nzshS","Contemporary America","HIS304","false","","false","false","10","12","ATS000002nzsdI"
"ACR000002nzshT","Founding of America","HIS307","false","","false","false","20","12","ATS000002nzsdI"
"ACR000002nzshU","Rise of Modern America","HIS305","false","","false","false","30","12","ATS000002nzsdI"
"ACR000002nzshW","International Relations","HIS302","false","","false","false","70","12","ATS000002nzsdI"
"ACR000002uGVOl","Parties and Elections","HIS315","false","","false","false","80","12","ATS000002nzsdI"
"ACR000002nzsha","History, Research and Film","HIS313","false","","false","false","50","12","ATS000002nzsdJ"
"ACR000002nzshb","Economics","HIS321","false","","false","false","60","12","ATS000002nzsdJ"
"ACR000002nzshX","Republic on Trial","HIS308","false","","false","false","10","12","ATS000002nzsdJ"
"ACR000002nzshY","History of Hatred","HIS316","false","","false","false","70","12","ATS000002nzsdJ"
"ACR000002nzshZ","Century of Conflict: A Social and Cultural History","HIS318","false","","false","false","40","12","ATS000002nzsdJ"
"ACR000002nzshk","Algebra I","MTH101","false","","false","false","10","12","ATS000002nzsdL"
"ACR000002nzshl","Geometry","MTH103","false","","false","false","30","12","ATS000002nzsdL"
"ACR000002nzshm","Algebra II","MTH201","false","","false","false","50","12","ATS000002nzsdL"
"ACR000002nzshn","AP Calculus AB","MTH401","false","","false","false","90","12","ATS000002nzsdL"
"ACR000002nzsho","AP Statistics","MTH405","false","","false","false","110","12","ATS000002nzsdL"
"ACR000002nzshp","Precalculus","MTH301","false","","false","false","83","12","ATS000002nzsdL"
"ACR000002nzshq","Advanced Math","MTH303","false","","false","false","70","12","ATS000002nzsdL"
"ACR000002nzshr","Geometry","MTH104","false","","false","false","40","12","ATS000002nzsdL"
"ACR000002nzshs","Algebra II","MTH202","false","","false","false","60","12","ATS000002nzsdL"
"ACR000002nzsht","Precalculus","MTH302","false","","false","false","85","12","ATS000002nzsdL"
"ACR000002nzshu","Advanced Math","MTH304","false","","false","false","80","12","ATS000002nzsdL"
"ACR000002nzshv","AP Calculus AB","MTH402","false","","false","false","100","12","ATS000002nzsdL"
"ACR000002nzshw","AP Statistics","MTH406","false","","false","false","200","12","ATS000002nzsdL"
"ACR000002nzshx","Algebra I","MTH102","false","","false","false","20","12","ATS000002nzsdL"
"ACR000002xkT1n","Computer Science Discoveries","MTH409","false","","false","false","210","12","ATS000002nzsdL"
"ACR000002xkT1p","Computer Science Discoveries","MTH410","false","","false","false","220","12","ATS000002nzsdL"
"ACR000002nzshy","Elements of Fiction","CRW301","false","","false","false","10","12","ATS000002nzsdM"
"ACR000002nzshz","Elements of Poetry","CRW303","false","","false","false","20","12","ATS000002nzsdM"
"ACR000002nzsi0","Introduction to Screenwriting","CRW305","false","","false","false","30","12","ATS000002nzsdM"
"ACR000002nzsi1","The Writing of Non-Fiction","CRW307","false","","false","false","40","12","ATS000002nzsdM"
"ACR000002nzsi3","Advanced Screenwriting","CRW314","false","","false","false","37","12","ATS000002nzsdM"
"ACR000002nzsi4","Hybrid Genres","CRW316","false","","false","false","70","12","ATS000002nzsdM"
"ACR000002nzsi5","Writing the Fantastic","CRW325","false","","false","false","80","12","ATS000002nzsdM"
"ACR000002nzsi8","Elements of Fiction","CRW302","false","","false","false","15","12","ATS000002nzsdM"
"ACR000002nzsi9","Elements of Poetry","CRW304","false","","false","false","25","12","ATS000002nzsdM"
"ACR000002nzsiA","Introduction to Screenwriting","CRW306","false","","false","false","35","12","ATS000002nzsdM"
"ACR000002uGFW6","Experiments in Poetry: Laws and Wildness","CRW351","false","","false","false","90","12","ATS000002nzsdM"
"ACR000002nzsiL","General Dance","DAN101","false","","false","false","10","12","ATS000002nzsdO"
"ACR000002nzsiM","General Dance","DAN102","false","","false","false","20","12","ATS000002nzsdO"
"ACR000002nzsia","Class Piano","MUS203","false","","false","false","30","12","ATS000002nzsdP"
"ACR000002nzsib","Class Guitar","MUS211","false","","false","false","50","12","ATS000002nzsdP"
"ACR000002nzsic","Composition Class","MUS213","false","","false","false","70","12","ATS000002nzsdP"
"ACR000002nzsid","Theory C","MUS215","false","","false","false","180","12","ATS000002nzsdP"
"ACR000002nzsie","Theory D","MUS309","false","","false","false","190","12","ATS000002nzsdP"
"ACR000002nzsif","Private Lesson: Piano (30 minute)","MUS074","false","","false","false","130","12","ATS000002nzsdP"
"ACR000002nzsiN","Private Lesson: Guitar (30 minute)","MUS075","false","","false","false","140","12","ATS000002nzsdP"
"ACR000002nzsiO","Theory B","MUS104","false","","false","false","170","12","ATS000002nzsdP"
"ACR000002nzsiR","Theory E","MUS413","false","","false","false","200","12","ATS000002nzsdP"
"ACR000002nzsiT","Private Lesson: Voice (30 minute)","MUS076","false","","false","false","150","12","ATS000002nzsdP"
"ACR000002nzsiU","Choir","MUS056","false","","false","false","20","12","ATS000002nzsdP"
"ACR000002nzsiV","Class Piano","MUS204","false","","false","false","40","12","ATS000002nzsdP"
"ACR000002nzsiW","Choir","MUS055","false","","false","false","10","12","ATS000002nzsdP"
"ACR000002nzsiX","Class Guitar","MUS212","false","","false","false","60","12","ATS000002nzsdP"
"ACR000002nzsiY","Theory A","MUS101","false","","false","false","160","12","ATS000002nzsdP"
"ACR000002nzsiZ","Composition Class","MUS214","false","","false","false","80","12","ATS000002nzsdP"
"ACR000002xkT3r","Jazz History","MUS209","false","","false","false","90","12","ATS000002nzsdP"
"ACR000002xkT3t","Jazz History","MUS210","false","","false","false","100","12","ATS000002nzsdP"
"ACR000002xkT3v","Music History","MUS315","false","","false","false","110","12","ATS000002nzsdP"
"ACR000002xkT3x","Music History","MUS316","false","","false","false","120","12","ATS000002nzsdP"
"ACR000002olA93","EL Placement Needed","EL099","false","","false","false","30","12","ATS000002nzsdQ"
"ACR000002uGFan","Elements of Fiction","CRW301","false","","false","false","40","12","ATS000002nzsdQ"
"ACR000002uGFap","Elements of Poetry","CRW303","false","","false","false","50","12","ATS000002nzsdQ"
"ACR000002uGFas","Introduction to Screenwriting","CRW305","false","","false","false","60","12","ATS000002nzsdQ"
"ACR000002uGFay","The Writing of Non-Fiction","CRW307","false","","false","false","90","12","ATS000002nzsdQ"
"ACR000002uGVMh","Literature of the American South","ENG315","false","","false","false","70","12","ATS000002nzsdQ"
"ACR000002xkT77","Classical Mythology","ENG306","false","","false","false","10","12","ATS000002nzsdQ"
"ACR000002xkT7E","Middle Eastern Literature","ENG327","false","","false","false","80","12","ATS000002nzsdQ"
"ACR000002xkT7i","Culture of the American West","ENG335","false","","false","false","20","12","ATS000002nzsdQ"
"ACR000002olAg4","Fundamentals of Design","THA309","false","","false","false","30","12","ATS000002olAg3"
"ACR000002olAg5","Acting Foundations","THA102","false","","false","false","15","12","ATS000002olAg3"
"ACR000002olAg6","Fundamentals of Design","THA310","false","","false","false","40","12","ATS000002olAg3"
"ACR000002olAg7","Song & Dance Lab","THA302","false","","false","false","50","12","ATS000002olAg3"
"ACR000002olAg8","Voice & Diction","THA313","false","","false","false","60","12","ATS000002olAg3"
"ACR000002olAg9","Voice & Diction","THA314","false","","false","false","70","12","ATS000002olAg3"
