"oid","courseDescription","courseNumber","defaultIndicator","linkedCourseNumbers","needApprovalIndicator","requiredIndicator","sequenceNumber","gradeLevel","academicTrackSelectionOid"
"ACR000002uGNCj","Guitar Ensemble","MUS064","false","","false","false","160","13","ATS000002uGNBj"
"ACR000002uGNCJ","Private Lesson/Studio: Clarinet","MUS020","false","","false","false","440","13","ATS000002uGNBj"
"ACR000002uGNCl","Private Lesson/Studio: Tuba","MUS039","false","","false","false","590","13","ATS000002uGNBj"
"ACR000002uGNCL","Jazz Ensemble","MUS059","false","","false","false","110","13","ATS000002uGNBj"
"ACR000002uGNCn","Private Lesson/Studio: Percussion","MUS029","false","","false","false","510","13","ATS000002uGNBj"
"ACR000002uGNCN","Private Lesson/Studio: Flute","MUS013","false","","false","false","370","13","ATS000002uGNBj"
"ACR000002uGNCp","Private Lesson/Studio: Tuba","MUS040","false","","false","false","600","13","ATS000002uGNBj"
"ACR000002uGNCP","Private Lesson/Studio: Bassoon","MUS017","false","","false","false","410","13","ATS000002uGNBj"
"ACR000002uGNCr","Private Lesson/Studio: Composition","MUS045","false","","false","true","10","13","ATS000002uGNBj"
"ACR000002uGNCR","Private Lesson/Studio: Organ","MUS033","false","","false","false","550","13","ATS000002uGNBj"
"ACR000002uGNCt","Private Lesson/Studio: Trombone","MUS041","false","","false","false","610","13","ATS000002uGNBj"
"ACR000002uGNCT","Jazz Ensemble","MUS060","false","","false","false","120","13","ATS000002uGNBj"
"ACR000002uGNCv","Private Lesson/Studio: Bassoon","MUS018","false","","false","false","420","13","ATS000002uGNBj"
"ACR000002uGNCV","Private Lesson/Studio: Double Bass","MUS008","false","","false","false","320","13","ATS000002uGNBj"
"ACR000002uGNCx","Private Lesson/Studio: Trombone","MUS042","false","","false","false","620","13","ATS000002uGNBj"
"ACR000002uGNCX","Private Lesson/Studio: Horn","MUS026","false","","false","false","500","13","ATS000002uGNBj"
"ACR000002uGNCz","Private Lesson/Studio: Composition","MUS046","false","","false","true","20","13","ATS000002uGNBj"
"ACR000002uGNCZ","Private Lesson/Studio: Organ","MUS034","false","","false","false","560","13","ATS000002uGNBj"
"ACR000002uGND1","Private Lesson/Studio: Euphonium","MUS043","false","","false","false","630","13","ATS000002uGNBj"
"ACR000002uGND3","Private Lesson/Studio: Euphonium","MUS044","false","","false","false","640","13","ATS000002uGNBj"
"ACR000002uGND5","Orchestra","MUS049","false","","false","false","50","13","ATS000002uGNBj"
"ACR000002uGND7","Private Lesson/Studio: Cello","MUS006","false","","false","false","300","13","ATS000002uGNBj"
"ACR000002uGND9","Orchestra","MUS050","false","","false","false","60","13","ATS000002uGNBj"
"ACR000002uGNDb","Theory C","MUS216","false","","false","false","180","13","ATS000002uGNBj"
"ACR000002uGNDB","Private Lesson/Studio: Percussion","MUS030","false","","false","false","520","13","ATS000002uGNBj"
"ACR000002uGNDd","Theory D","MUS310","false","","false","false","190","13","ATS000002uGNBj"
"ACR000002uGNDD","Private Lesson/Studio: Guitar","MUS009","false","","false","false","330","13","ATS000002uGNBj"
"ACR000002uGNDf","Theory D","MUS309","false","","false","false","200","13","ATS000002uGNBj"
"ACR000002uGNDF","Private Lesson/Studio: Clarinet","MUS019","false","","false","false","430","13","ATS000002uGNBj"
"ACR000002uGNDh","Theory E","MUS413","false","","false","false","210","13","ATS000002uGNBj"
"ACR000002uGNDH","Orchestra / Band","MUS051","false","","false","false","70","13","ATS000002uGNBj"
"ACR000002uGNDj","Theory E","MUS414","false","","false","false","220","13","ATS000002uGNBj"
"ACR000002uGNDJ","Private Lesson/Studio: Piano","MUS031","false","","false","false","530","13","ATS000002uGNBj"
"ACR000002uGNDL","Private Lesson/Studio: Guitar","MUS010","false","","false","false","340","13","ATS000002uGNBj"
"ACR000002uGNDN","Private Lesson/Studio: Double Bass","MUS007","false","","false","false","310","13","ATS000002uGNBj"
"ACR000002uGNDP","Private Lesson/Studio: Harp","MUS011","false","","false","false","350","13","ATS000002uGNBj"
"ACR000002uGNDR","House Band","MUS313","false","","false","false","130","13","ATS000002uGNBj"
"ACR000002uGNDT","House Band","MUS314","false","","false","false","140","13","ATS000002uGNBj"
"ACR000002uGNDV","Chamber Music","MUS069","false","","false","false","30","13","ATS000002uGNBj"
"ACR000002uGNDX","Chamber Music","MUS070","false","","false","false","40","13","ATS000002uGNBj"
"ACR000002uGNDZ","Theory C","MUS215","false","","false","false","170","13","ATS000002uGNBj"
"ACR000002uGNG0","General Dance","DAN101","false","","false","false","10","13","ATS000002uGNFy"
"ACR000002uGNG2","General Dance","DAN102","false","","false","false","20","13","ATS000002uGNFy"
"ACR000002uGNG8","Acting Foundations","THA101","false","","false","false","50","13","ATS000002uGNFy"
"ACR000002uGNGA","Acting Foundations","THA102","false","","false","false","60","13","ATS000002uGNFy"
"ACR000002uGNGC","Art History: 20th Century","VA203","false","","false","false","70","13","ATS000002uGNFy"
"ACR000002uGNGE","Art History: Renaissance","VA204","false","","false","false","80","13","ATS000002uGNFy"
"ACR000002uGNGG","Drawing & Painting","VA340","false","","false","false","110","13","ATS000002uGNFy"
"ACR000002uGNGM","Hybrid Genres","CRW316","false","","false","false","140","13","ATS000002uGNFy"
"ACR000002uGNGO","Writing the Fantastic","CRW325","false","","false","false","150","13","ATS000002uGNFy"
"ACR000002uGNGQ","Experiments in Poetry: Laws and Wildness","CRW351","false","","false","false","160","13","ATS000002uGNFy"
"ACR000002uGNGS","The Writing of Non-Fiction","CRW307","false","","false","false","170","13","ATS000002uGNFy"
"ACR000002uGNH8","Great Directors","MPA316","false","","false","false","180","13","ATS000002uGNFy"
"ACR000002uGNHA","Story","MPA101","false","","false","false","190","13","ATS000002uGNFy"
"ACR000002uGWOP","Contemporary America","HIS304","false","","false","false","20","13","ATS000002uGWON"
"ACR000002uGWOR","Founding of America","HIS307","false","","false","false","40","13","ATS000002uGWON"
"ACR000002uGWOT","Rise of Modern America","HIS305","false","","false","false","50","13","ATS000002uGWON"
"ACR000002uGWOV","International Relations","HIS302","false","","false","false","70","13","ATS000002uGWON"
"ACR000002uGWOX","Parties and Elections","HIS315","false","","false","false","80","13","ATS000002uGWON"
"ACR000002uGWP7","Republic on Trial","HIS308","false","","false","false","30","13","ATS000002uGWP5"
"ACR000002uGWP9","Century of Conflict: A Social and Cultural History","HIS318","false","","false","false","60","13","ATS000002uGWP5"
"ACR000002uGWPB","Economics","HIS321","false","","false","false","70","13","ATS000002uGWP5"
"ACR000002uGWPD","History, Research and Film","HIS313","false","","false","false","90","13","ATS000002uGWP5"
"ACR000002uGWPF","History of Hatred","HIS316","false","","false","false","100","13","ATS000002uGWP5"
"ACR000002uGWWb","Spanish IV","SPA303","false","","false","false","170","13","ATS000002uGWWJ"
"ACR000002uGWWd","French III","FRE301","false","","false","false","50","13","ATS000002uGWWJ"
"ACR000002uGWWf","Spanish IV","SPA304","false","","false","false","180","13","ATS000002uGWWJ"
"ACR000002uGWWh","Spanish I","SPA101","false","","false","false","110","13","ATS000002uGWWJ"
"ACR000002uGWWj","French III","FRE302","false","","false","false","60","13","ATS000002uGWWJ"
"ACR000002uGWWl","Spanish I","SPA102","false","","false","false","120","13","ATS000002uGWWJ"
"ACR000002uGWWL","Spanish II","SPA201","false","","false","false","130","13","ATS000002uGWWJ"
"ACR000002uGWWn","Spanish V","SPA401","false","","false","false","190","13","ATS000002uGWWJ"
"ACR000002uGWWN","French I","FRE101","false","","false","false","10","13","ATS000002uGWWJ"
"ACR000002uGWWp","French IV","FRE303","false","","false","false","70","13","ATS000002uGWWJ"
"ACR000002uGWWP","Spanish II","SPA202","false","","false","false","140","13","ATS000002uGWWJ"
"ACR000002uGWWr","Spanish V","SPA402","false","","false","false","200","13","ATS000002uGWWJ"
"ACR000002uGWWR","French I","FRE102","false","","false","false","20","13","ATS000002uGWWJ"
"ACR000002uGWWt","French IV","FRE305","false","","false","false","80","13","ATS000002uGWWJ"
"ACR000002uGWWT","Spanish III","SPA301","false","","false","false","150","13","ATS000002uGWWJ"
"ACR000002uGWWv","French V","FRE401","false","","false","false","90","13","ATS000002uGWWJ"
"ACR000002uGWWV","French II","FRE201","false","","false","false","30","13","ATS000002uGWWJ"
"ACR000002uGWWx","French V","FRE402","false","","false","false","100","13","ATS000002uGWWJ"
"ACR000002uGWWX","Spanish III","SPA302","false","","false","false","160","13","ATS000002uGWWJ"
"ACR000002uGWWZ","French II","FRE202","false","","false","false","40","13","ATS000002uGWWJ"
"ACR000002xkTbb","Ecology","SCI303","false","","false","false","70","13","ATS000002xkTbN"
"ACR000002xkTbd","Ecology","SCI304","false","","false","false","80","13","ATS000002xkTbN"
"ACR000002xkTbf","Advanced Chemistry: Atoms","SCI401","false","","false","false","110","13","ATS000002xkTbN"
"ACR000002xkTbh","Advanced Chemistry: Reactions","SCI402","false","","false","false","120","13","ATS000002xkTbN"
"ACR000002xkTbn","Agricultural Science: Fall Harvest","SCI309","false","","false","false","170","13","ATS000002xkTbN"
"ACR000002xkTbp","Agricultural Science: Spring Seedlings","SCI310","false","","false","false","180","13","ATS000002xkTbN"
"ACR000002xkTbP","Astronomy","SCI405","false","","false","false","130","13","ATS000002xkTbN"
"ACR000002xkTbR","Forensics","SCI408","false","","false","false","140","13","ATS000002xkTbN"
"ACR000002xkTbT","Chemistry","SCI201","false","","false","false","30","13","ATS000002xkTbN"
"ACR000002xkTbV","Chemistry","SCI202","false","","false","false","40","13","ATS000002xkTbN"
"ACR000002xkTbX","Physics","SCI301","false","","false","false","50","13","ATS000002xkTbN"
"ACR000002xkTbZ","Physics","SCI302","false","","false","false","60","13","ATS000002xkTbN"
"ACR000002xkTcb","Conducting","MUS407","false","","false","false","80","13","ATS000002xkTcD"
"ACR000002xkTcd","Conducting","MUS408","false","","false","false","90","13","ATS000002xkTcD"
"ACR000002xkTcf","Beginning Organ Class","MUS205","false","","false","false","10","13","ATS000002xkTcD"
"ACR000002xkTcF","Class Piano","MUS203","false","","false","false","60","13","ATS000002xkTcD"
"ACR000002xkTch","Beginning Organ Class","MUS206","false","","false","false","20","13","ATS000002xkTcD"
"ACR000002xkTcH","Private Lesson: Piano (30 minute)","MUS074","false","","false","false","150","13","ATS000002xkTcD"
"ACR000002xkTcj","Jazz History","MUS209","false","","false","false","130","13","ATS000002xkTcD"
"ACR000002xkTcJ","Private Lesson: Voice (30 minute)","MUS076","false","","false","false","160","13","ATS000002xkTcD"
"ACR000002xkTcl","Music History","MUS316","false","","false","false","170","13","ATS000002xkTcD"
"ACR000002xkTcL","Class Piano","MUS204","false","","false","false","70","13","ATS000002xkTcD"
"ACR000002xkTcn","Music History","MUS315","false","","false","false","180","13","ATS000002xkTcD"
"ACR000002xkTcN","Brass Ensemble","MUS065","false","","false","false","30","13","ATS000002xkTcD"
"ACR000002xkTcP","Class Guitar","MUS211","false","","false","false","40","13","ATS000002xkTcD"
"ACR000002xkTcR","Class Guitar","MUS212","false","","false","false","50","13","ATS000002xkTcD"
"ACR000002xkTcT","Improvisation for Strings","MUS311","false","","false","false","100","13","ATS000002xkTcD"
"ACR000002xkTcV","Jazz Improvisation I","MUS307","false","","false","false","110","13","ATS000002xkTcD"
"ACR000002xkTcX","Jazz Improvisation I","MUS308","false","","false","false","120","13","ATS000002xkTcD"
"ACR000002xkTcZ","Jazz History","MUS210","false","","false","false","140","13","ATS000002xkTcD"
"ACR000002xkTXF","EL Placement Needed","EL099","false","","false","false","30","13","ATS000002xkTXD"
"ACR000002xkTXH","Elements of Fiction","CRW301","false","","false","false","40","13","ATS000002xkTXD"
"ACR000002xkTXJ","Elements of Poetry","CRW303","false","","false","false","50","13","ATS000002xkTXD"
"ACR000002xkTXL","Introduction to Screenwriting","CRW305","false","","false","false","60","13","ATS000002xkTXD"
"ACR000002xkTXN","The Writing of Non-Fiction","CRW307","false","","false","false","90","13","ATS000002xkTXD"
"ACR000002xkTXP","Literature of the American South","ENG315","false","","false","false","70","13","ATS000002xkTXD"
"ACR000002xkTXR","Classical Mythology","ENG306","false","","false","false","10","13","ATS000002xkTXD"
"ACR000002xkTXT","Middle Eastern Literature","ENG327","false","","false","false","80","13","ATS000002xkTXD"
"ACR000002xkTXV","Culture of the American West","ENG335","false","","false","false","20","13","ATS000002xkTXD"
"ACR000002xkTXx","EL Placement Needed","EL099","false","","false","false","20","13","ATS000002xkTXv"
"ACR000002xkTXz","Elements of Poetry","CRW304","false","","false","false","30","13","ATS000002xkTXv"
"ACR000002xkTY1","Elements of Fiction","CRW302","false","","false","false","40","13","ATS000002xkTXv"
"ACR000002xkTY3","Introduction to Screenwriting","CRW306","false","","false","false","60","13","ATS000002xkTXv"
"ACR000002xkTY5","Postcolonial Literature","ENG316","false","","false","false","70","13","ATS000002xkTXv"
"ACR000002xkTY7","Humanities, Social Justice & the Arts","HUM300","false","","false","false","50","13","ATS000002xkTXv"
"ACR000002xkTY9","Comic Tradition in American Literature","ENG305","false","","false","false","10","13","ATS000002xkTXv"
"ACR000002xkTYB","Shakespeare","ENG311","false","","false","false","80","13","ATS000002xkTXv"
"ACR000002xkTa1","Algebra II","MTH202","false","","false","false","60","13","ATS000002xkTZr"
"ACR000002xkTa3","Precalculus","MTH302","false","","false","false","85","13","ATS000002xkTZr"
"ACR000002xkTa5","Advanced Math","MTH304","false","","false","false","80","13","ATS000002xkTZr"
"ACR000002xkTa7","AP Calculus AB","MTH402","false","","false","false","100","13","ATS000002xkTZr"
"ACR000002xkTa9","AP Statistics","MTH406","false","","false","false","200","13","ATS000002xkTZr"
"ACR000002xkTaB","Algebra I","MTH101","false","","false","false","10","13","ATS000002xkTZr"
"ACR000002xkTaD","Algebra I","MTH102","false","","false","false","20","13","ATS000002xkTZr"
"ACR000002xkTaF","Geometry","MTH103","false","","false","false","30","13","ATS000002xkTZr"
"ACR000002xkTaH","Algebra II","MTH201","false","","false","false","50","13","ATS000002xkTZr"
"ACR000002xkTaJ","AP Calculus AB","MTH401","false","","false","false","90","13","ATS000002xkTZr"
"ACR000002xkTaL","Computer Science Discoveries","MTH409","false","","false","false","210","13","ATS000002xkTZr"
"ACR000002xkTaN","Computer Science Discoveries","MTH410","false","","false","false","220","13","ATS000002xkTZr"
"ACR000002xkTZt","AP Statistics","MTH405","false","","false","false","110","13","ATS000002xkTZr"
"ACR000002xkTZv","Precalculus","MTH301","false","","false","false","83","13","ATS000002xkTZr"
"ACR000002xkTZx","Advanced Math","MTH303","false","","false","false","70","13","ATS000002xkTZr"
"ACR000002xkTZz","Geometry","MTH104","false","","false","false","40","13","ATS000002xkTZr"
"ACR000002olmUS","Visual Arts Forum","VA051","false","","false","true","10","10","ATS000002olmUR"
"ACR000002olmUT","Visual Arts Forum","VA052","false","","false","true","20","10","ATS000002olmUR"
"ACR000002olmUX","Art History: 20th Century","VA203","false","","false","false","40","10","ATS000002olmUR"
"ACR000002olmW4","Aesthetics of Health","VA410","false","","false","false","60","10","ATS000002olmUR"
"ACR000002olmW5","Aesthetics of Health","VA411","false","","false","false","70","10","ATS000002olmUR"
"ACR000002olmW6","The Art of Ecology","VA412","false","","false","false","80","10","ATS000002olmUR"
"ACR000002olmW7","The Art of Ecology","VA413","false","","false","false","90","10","ATS000002olmUR"
"ACR000002olmW8","Visual Awareness","VA339","false","","false","true","0","10","ATS000002olmUR"
"ACR000002uo5UF","Art History: Renaissance","VA204","false","","false","false","50","10","ATS000002olmUR"
"ACR000002uo5aN","World History","HIS208","false","","false","false","10","10","ATS000002uo5aL"
"ACR000002uo5b5","Interlochen 101","WLL101","false","","false","false","10","10","ATS000002uo5b3"
"ACR000002uo5dn","Chemistry","SCI201","false","","false","false","30","10","ATS000002uo5dl"
"ACR000002uo5dp","Physics","SCI301","false","","false","false","50","10","ATS000002uo5dl"
"ACR000002uo5dr","Biology","SCI102","false","","false","false","20","10","ATS000002uo5dl"
"ACR000002uo5dt","Chemistry","SCI202","false","","false","false","40","10","ATS000002uo5dl"
"ACR000002uo5dv","Physics","SCI302","false","","false","false","80","10","ATS000002uo5dl"
"ACR000002uo5dx","Biology","SCI101","false","","false","false","10","10","ATS000002uo5dl"
"ACR000002uo5dz","Astronomy","SCI405","false","","false","false","90","10","ATS000002uo5dl"
"ACR000002uo5e1","Forensic Science","SCI408","false","","false","false","100","10","ATS000002uo5dl"
"ACR000002uo5g1","French IV","FRE303","false","","false","false","70","10","ATS000002uo5fz"
"ACR000002uo5g3","Spanish V","SPA402","false","","false","false","200","10","ATS000002uo5fz"
"ACR000002uo5g5","French IV","FRE305","false","","false","false","80","10","ATS000002uo5fz"
"ACR000002uo5g7","French V","FRE401","false","","false","false","90","10","ATS000002uo5fz"
"ACR000002uo5g9","French V","FRE402","false","","false","false","100","10","ATS000002uo5fz"
"ACR000002uo5gb","French III","FRE302","false","","false","false","60","10","ATS000002uo5fz"
"ACR000002uo5gB","Spanish I","SPA101","false","","false","false","110","10","ATS000002uo5fz"
"ACR000002uo5gd","Spanish V","SPA401","false","","false","false","190","10","ATS000002uo5fz"
"ACR000002uo5gD","Spanish I","SPA102","false","","false","false","120","10","ATS000002uo5fz"
"ACR000002uo5gF","Spanish II","SPA201","false","","false","false","130","10","ATS000002uo5fz"
"ACR000002uo5gH","French I","FRE101","false","","false","false","10","10","ATS000002uo5fz"
"ACR000002uo5gJ","Spanish II","SPA202","false","","false","false","140","10","ATS000002uo5fz"
"ACR000002uo5gL","French I","FRE102","false","","false","false","20","10","ATS000002uo5fz"
"ACR000002uo5gN","Spanish III","SPA301","false","","false","false","150","10","ATS000002uo5fz"
"ACR000002uo5gP","French II","FRE201","false","","false","false","30","10","ATS000002uo5fz"
"ACR000002uo5gR","Spanish III","SPA302","false","","false","false","160","10","ATS000002uo5fz"
"ACR000002uo5gT","French II","FRE202","false","","false","false","40","10","ATS000002uo5fz"
"ACR000002uo5gV","Spanish IV","SPA303","false","","false","false","170","10","ATS000002uo5fz"
"ACR000002uo5gX","French III","FRE301","false","","false","false","50","10","ATS000002uo5fz"
"ACR000002uo5gZ","Spanish IV","SPA304","false","","false","false","180","10","ATS000002uo5fz"
"ACR000002uo5ip","General Dance","DAN101","false","","false","false","10","10","ATS000002uo5in"
"ACR000002uo5ir","General Dance","DAN102","false","","false","false","20","10","ATS000002uo5in"
"ACR000002uo5it","Choir","MUS055","false","","false","false","30","10","ATS000002uo5in"
"ACR000002uo5iv","Choir","MUS056","false","","false","false","40","10","ATS000002uo5in"
"ACR000002uo5j1","Great Directors","MPA316","false","","false","false","90","10","ATS000002uo5in"
"ACR000002uo5j3","Story","MPA101","false","","false","false","100","10","ATS000002uo5in"
"ACR000002uo5j7","Class Piano","MUS203","false","","false","false","120","10","ATS000002uo5in"
"ACR000002uo5j9","Class Piano","MUS204","false","","false","false","130","10","ATS000002uo5in"
"ACR000002uo5jB","Acting Foundations","THA101","false","","false","false","140","10","ATS000002uo5in"
"ACR000002uo5jD","Acting Foundations","THA102","false","","false","false","150","10","ATS000002uo5in"
"ACR000002xkWY4","Jazz History","MUS209","false","","false","false","160","10","ATS000002uo5in"
"ACR000002xkWY6","Jazz History","MUS210","false","","false","false","170","10","ATS000002uo5in"
"ACR000002xkWY8","Music History","MUS316","false","","false","false","180","10","ATS000002uo5in"
"ACR000002xkWYA","Music History","MUS315","false","","false","false","190","10","ATS000002uo5in"
"ACR000002uo5Wh","English II","ENG201","false","","false","false","20","10","ATS000002uo5Wf"
"ACR000002uo5Wj","EL Placement Needed","EL099","false","","false","false","30","10","ATS000002uo5Wf"
"ACR000002uo5YF","English II","ENG202","false","","false","false","10","10","ATS000002uo5YD"
"ACR000002uo5YH","EL Placement Needed","EL099","false","","false","false","20","10","ATS000002uo5YD"
"ACR000002uo5Zf","World History","HIS207","false","","false","false","10","10","ATS000002uo5Zd"
"ACR000002xkWUa","AP Statistics","MTH405","false","","false","false","110","10","ATS000002xkWUQ"
"ACR000002xkWUc","Precalculus","MTH301","false","","false","false","83","10","ATS000002xkWUQ"
"ACR000002xkWUe","Advanced Math","MTH303","false","","false","false","70","10","ATS000002xkWUQ"
"ACR000002xkWUg","Geometry","MTH104","false","","false","false","40","10","ATS000002xkWUQ"
"ACR000002xkWUi","Algebra II","MTH202","false","","false","false","60","10","ATS000002xkWUQ"
"ACR000002xkWUk","Precalculus","MTH302","false","","false","false","85","10","ATS000002xkWUQ"
"ACR000002xkWUm","Advanced Math","MTH304","false","","false","false","80","10","ATS000002xkWUQ"
"ACR000002xkWUo","AP Calculus AB","MTH402","false","","false","false","100","10","ATS000002xkWUQ"
"ACR000002xkWUq","AP Statistics","MTH406","false","","false","false","200","10","ATS000002xkWUQ"
"ACR000002xkWUs","Algebra I","MTH102","false","","false","false","20","10","ATS000002xkWUQ"
"ACR000002xkWUS","Algebra I","MTH101","false","","false","false","10","10","ATS000002xkWUQ"
"ACR000002xkWUu","Computer Science Discoveries","MTH409","false","","false","false","210","10","ATS000002xkWUQ"
"ACR000002xkWUU","Geometry","MTH103","false","","false","false","30","10","ATS000002xkWUQ"
"ACR000002xkWUw","Computer Science Discoveries","MTH410","false","","false","false","220","10","ATS000002xkWUQ"
"ACR000002xkWUW","Algebra II","MTH201","false","","false","false","50","10","ATS000002xkWUQ"
"ACR000002xkWUY","AP Calculus AB","MTH401","false","","false","false","90","10","ATS000002xkWUQ"
"ACR000002uo5aJ","World History","HIS208","false","","false","false","10","09","ATS000002uo5aH"
"ACR000002uo5b1","Interlochen 101","WLL101","false","","false","true","0","09","ATS000002uo5az"
"ACR000002uo5b9","Algebra I","MTH101","false","","false","false","10","09","ATS000002uo5b7"
"ACR000002uo5bB","Geometry","MTH103","false","","false","false","30","09","ATS000002uo5b7"
"ACR000002uo5bD","Algebra II","MTH201","false","","false","false","50","09","ATS000002uo5b7"
"ACR000002uo5bF","AP Calculus AB","MTH401","false","","false","false","90","09","ATS000002uo5b7"
"ACR000002uo5bH","AP Statistics","MTH405","false","","false","false","110","09","ATS000002uo5b7"
"ACR000002uo5bJ","Precalculus","MTH301","false","","false","false","83","09","ATS000002uo5b7"
"ACR000002uo5bL","Advanced Math","MTH303","false","","false","false","70","09","ATS000002uo5b7"
"ACR000002uo5bN","Geometry","MTH104","false","","false","false","40","09","ATS000002uo5b7"
"ACR000002uo5bP","Algebra II","MTH202","false","","false","false","60","09","ATS000002uo5b7"
"ACR000002uo5bR","Precalculus","MTH302","false","","false","false","85","09","ATS000002uo5b7"
"ACR000002uo5bT","Advanced Math","MTH304","false","","false","false","80","09","ATS000002uo5b7"
"ACR000002uo5bV","AP Calculus AB","MTH402","false","","false","false","100","09","ATS000002uo5b7"
"ACR000002uo5bX","AP Statistics","MTH406","false","","false","false","200","09","ATS000002uo5b7"
"ACR000002uo5bZ","Algebra I","MTH102","false","","false","false","20","09","ATS000002uo5b7"
"ACR000002uo5db","Biology","SCI102","false","","false","false","20","09","ATS000002uo5dX"
"ACR000002uo5dd","Chemistry","SCI201","false","","false","false","30","09","ATS000002uo5dX"
"ACR000002uo5df","Chemistry","SCI202","false","","false","false","40","09","ATS000002uo5dX"
"ACR000002uo5dh","Physics","SCI301","false","","false","false","50","09","ATS000002uo5dX"
"ACR000002uo5dj","Physics","SCI302","false","","false","false","60","09","ATS000002uo5dX"
"ACR000002uo5dZ","Biology","SCI101","false","","false","false","10","09","ATS000002uo5dX"
"ACR000002uo5fb","Spanish IV","SPA304","false","","false","false","180","09","ATS000002uo5fJ"
"ACR000002uo5fd","Spanish I","SPA101","false","","false","false","110","09","ATS000002uo5fJ"
"ACR000002uo5ff","French V","FRE401","false","","false","false","60","09","ATS000002uo5fJ"
"ACR000002uo5fh","Spanish I","SPA102","false","","false","false","120","09","ATS000002uo5fJ"
"ACR000002uo5fj","Spanish V","SPA401","false","","false","false","190","09","ATS000002uo5fJ"
"ACR000002uo5fl","Spanish II","SPA201","false","","false","false","130","09","ATS000002uo5fJ"
"ACR000002uo5fL","Spanish III","SPA302","false","","false","false","160","09","ATS000002uo5fJ"
"ACR000002uo5fn","Spanish V","SPA402","false","","false","false","200","09","ATS000002uo5fJ"
"ACR000002uo5fN","French II","FRE202","false","","false","false","40","09","ATS000002uo5fJ"
"ACR000002uo5fp","French I","FRE101","false","","false","false","10","09","ATS000002uo5fJ"
"ACR000002uo5fP","French IV","FRE305","false","","false","false","70","09","ATS000002uo5fJ"
"ACR000002uo5fr","Spanish II","SPA202","false","","false","false","140","09","ATS000002uo5fJ"
"ACR000002uo5fR","French IV","FRE303","false","","false","false","80","09","ATS000002uo5fJ"
"ACR000002uo5ft","French I","FRE102","false","","false","false","20","09","ATS000002uo5fJ"
"ACR000002uo5fT","Spanish IV","SPA303","false","","false","false","170","09","ATS000002uo5fJ"
"ACR000002uo5fv","Spanish III","SPA301","false","","false","false","150","09","ATS000002uo5fJ"
"ACR000002uo5fV","French III","FRE302","false","","false","false","90","09","ATS000002uo5fJ"
"ACR000002uo5fx","French II","FRE201","false","","false","false","30","09","ATS000002uo5fJ"
"ACR000002uo5fX","French V","FRE402","false","","false","false","50","09","ATS000002uo5fJ"
"ACR000002uo5fZ","French III","FRE301","false","","false","false","100","09","ATS000002uo5fJ"
"ACR000002uo5Uc","Visual Arts Forum","VA051","false","","false","true","10","09","ATS000002uo5Ua"
"ACR000002uo5Ue","Visual Arts Forum","VA052","false","","false","true","20","09","ATS000002uo5Ua"
"ACR000002uo5Uq","Visual Awareness","VA339","false","","false","true","0","09","ATS000002uo5Ua"
"ACR000002uo5Wb","English I: Coming of Age & the Quest for Identity","ENG101","false","","false","false","10","09","ATS000002uo5WZ"
"ACR000002uo5Wd","EL Placement Needed","EL099","false","","false","false","20","09","ATS000002uo5WZ"
"ACR000002uo5Y9","English I: Coming of Age & the Quest for Identity","ENG102","false","","false","false","10","09","ATS000002uo5Y7"
"ACR000002uo5YB","EL Placement Needed","EL099","false","","false","false","20","09","ATS000002uo5Y7"
"ACR000002uo5Zb","World History","HIS207","false","","false","false","10","09","ATS000002uo5ZZ"
"ACR000002olmWp","Visual Arts Forum","VA051","false","","false","true","10","12","ATS000002olmWo"
"ACR000002olmWq","Visual Arts Forum","VA052","false","","false","true","20","12","ATS000002olmWo"
"ACR000002olmWr","Art History: 20th Century","VA203","false","","false","false","40","12","ATS000002olmWo"
"ACR000002olmWs","Senior Thesis","VA401","false","","false","true","30","12","ATS000002olmWo"
"ACR000002olmWu","Aesthetics of Health","VA410","false","","false","false","60","12","ATS000002olmWo"
"ACR000002olmWv","Aesthetics of Health","VA411","false","","false","false","70","12","ATS000002olmWo"
"ACR000002olmWw","The Art of Ecology","VA412","false","","false","false","80","12","ATS000002olmWo"
"ACR000002olmWx","The Art of Ecology","VA413","false","","false","false","90","12","ATS000002olmWo"
"ACR000002uo5VK","Art History: Renaissance","VA204","false","","false","false","50","12","ATS000002olmWo"
"ACR000002uo5ad","Republic on Trial","HIS308","false","","false","false","10","12","ATS000002uo5ab"
"ACR000002uo5af","History of Hatred","HIS316","false","","false","false","70","12","ATS000002uo5ab"
"ACR000002uo5ah","Century of Conflict: A Social and Cultural History","HIS318","false","","false","false","40","12","ATS000002uo5ab"
"ACR000002uo5aj","History, Research and Film","HIS313","false","","false","false","50","12","ATS000002uo5ab"
"ACR000002uo5al","Economics","HIS321","false","","false","false","60","12","ATS000002uo5ab"
"ACR000002uo5hb","French IV","FRE305","false","","false","false","80","12","ATS000002uo5hL"
"ACR000002uo5hd","French V","FRE401","false","","false","false","90","12","ATS000002uo5hL"
"ACR000002uo5hf","French V","FRE402","false","","false","false","100","12","ATS000002uo5hL"
"ACR000002uo5hh","Spanish I","SPA101","false","","false","false","110","12","ATS000002uo5hL"
"ACR000002uo5hj","Spanish I","SPA102","false","","false","false","120","12","ATS000002uo5hL"
"ACR000002uo5hl","Spanish II","SPA201","false","","false","false","130","12","ATS000002uo5hL"
